codigo;nombre;precio_compra;precio_unitario;id_proveedor
0077ZM718;Caja pvc din ip40 18 mod.embutir fume;78;737343.35;2
0077ZM724;Caja pvc din ip40 24 mod.embutir fume;21;301429.75;2
0077ZM736;Caja pvc din ip40 36 mod.embutir fume;13;236915.01;2
0077ZM748;Caja pvc din ip40 48 mod.embutir fume;8;194895.51;2
0077ZM772;Caja pvc din ip40 72 mod.embutir fume;5;145805.25;2
00811001;Tira de 12 bornes sybyd (s:2.5 ø2.0) 1001 negra;5;11579.04;2
00811002;Tira de 12 bornes sybyd (s:6 ø4.0) 1002  negra;15;44172.76;2
00821X1.5B;Sum cable norm 1x1.50 blanco;100;14506.24;2
00821X10R;Sum cable norm 1x10 rojo;50;46570.14;2
00821X16C;Sum cable norm 1x16 celeste;48;63763.18;2
00821X1N;Sum cable norm 1x1 negro;100;15005.93;2
00821X25VA;Sum cable norm 1x25 v/a;100;326070.51;2
00821X35N;Sum cable norm 1x35 negro;48;144378.39;2
00821X35R;Sum cable norm 1x35 rojo;96;288756.78;2
00823X35+N;Sum Cable subterraneo 3x35+n;60;1063194.55;2
00823X4;Sum Cable subterraneo 3x4;100;217738.95;2
00823X6;Sum Cable subterraneo 3x6;550;938629.12;2
00824X6;Sum Cable subterraneo 4x6;200;791621.2;2
0082TT2X1;Sum cable tt 2x1;350;123296.51;2
0082TT2X2.5;Sum cable tt 2x2.50;80;61605.7;2
0082TT3X1.5;Sum cable tt 3x1.50;100;75080.7;2
0082TT3X4;Sum cable tt 3x4;60;74474.9;2
0082TT4X075;Sum cable tt 4x0.75;110;59285.36;2
0084GL3F1;Cable fibra vidrio 1x1;3;1799.09;2
0084GL3F4;Cable fibra vidrio 1x4;12;17568.67;2
0084SIAF050C;Cable siliconado 1x0.50 celeste;103;14687.12;2
0084SIAF050N;Cable siliconado 1x0.50 negro;120;19399.1;2
0084SIAF050R;Cable siliconado 1x0.50 rojo;203;30918.33;2
0084SIAF1.5M;Cable siliconado 1x1.5 marron;4;1686.91;2
0084SIAF1.5N;Cable siliconado 1x1.5 negro;15;5120.64;2
0084SIAF1C;Cable siliconado 1x1 celeste;100;22552.57;2
0084SIAF1N;Cable siliconado 1x1 negro;15;4010.18;2
0084SIAF1R;Cable siliconado 1x1 rojo;100;22552.57;2
0084SIAF2.5C;Cable siliconado 1x2.5 celeste;262;174229.41;2
0084SIAF2.5M;Cable siliconado 1x2.5 marron;10;6190.73;2
0084SIAF2.5N;Cable siliconado 1x2.5 negro;215;144233.96;2
0084SIAF2.5R;Cable siliconado 1x2.5 rojo;149;96898.98;2
0084SIAF2.5VA;Cable siliconado 1x2.5 v/a;2;1375.72;2
0084SIAF4C;Cable siliconado 1x4 celeste;12;17708.58;2
0084SIAF4M;Cable siliconado 1x4 marron;110;122788.65;2
0084SIAF4N;Cable siliconado 1x4 negro;14;14980.87;2
0084SIAF4R;Cable siliconado 1x4 rojo;20;21962.69;2
0084SIAF6R;Cable siliconado 1x6 rojo;2;3258.24;2
0084SIAFGL1.5;Cable siliconado + vidrio 1x1.5;8;5843.46;2
0084TT2X075;Cable siliconado sihf tt 2x0.75;10;9750.78;2
0084TT2X1.5;Cable siliconado sihf tt 2x1.5;120;201804.07;2
0084TT3X1;Cable siliconado sihf tt 3x1;1;1490.31;2
0084TUBSIL16;Tubo de caucho siliconado 16x18mm;3;3547.17;2
0084TUBSIL5;Tubo de caucho siliconado 5x6mm;3;430.92;2
0084TUBSIL8;Tubo de caucho siliconado 8x9mm;3;957.3;2
0088AIP/R;Aut.infrar.regul.secuen 110º/6 mts.1000w;11;140508.7;2
0088TGE;Automatico general sal.rele 2000w 8 seg.a 5 min.;18;221426.86;2
0090CPS-050-90-Z;Curva plana smarttray 90º 50mm;-4;-6887.56;2
0090CPS-100-90-Z;Curva plana smarttray 90º 100mm;13;23468.5;2
0090CPS-150-90-Z;Curva plana smarttray 90º 150mm;0;0;2
0090CPS-200-90-Z;Curva plana smarttray 90º 200mm;5;15569.56;2
0090CPS-300-45-Z;Curva plana smarttray 45º 300mm;2;5024.56;2
0090CPS-300-90-Z;Curva plana smarttray 90º 300mm;2;5848.25;2
0090CPS-450-90-Z;Curva plana smarttray 90º 450mm;1;7534.85;2
0090CPS-600-90-Z;Curva plana smarttray 90º 600mm;2;20198.33;2
0090CTC-01-PL;Caja tomacorriente perfil c pvc;8;24308.34;2
0090CUA-01-Z;Cupla union bandeja de alambre;8;6086.26;2
0090CUPCN-01-Z;Cupla de union para pc-01;2;1390.78;2
0090CUPS-300-D-Z;Curva vertical descendente smarttray 300mm;0;3171.91;2
0090EPS-050-Z;Eslabon universal de curva vertical de 50mm;27;24392.22;2
0090EPS-100-Z;Eslabon universal de curva vertical de 100mm;48;47735.36;2
0090EPS-200-Z;Eslabon universal de curva vertical de 200mm;21;25768.4;2
0090EPS-300-Z;Eslabon universal de curva vertical de 300mm;15;13522.34;2
0090EPS-450-Z;Eslabon universal de curva vertical de 450mm;24;48879.3;2
0090EPS-600-Z;Eslabon universal de curva vertical de 600mm;12;25751.96;2
0090G-08-G;Grampa suspension de varilla tipo u galv.;12;9609.27;2
0090GFCE-B;Grampa fijacion cable equipotencial laton c/bul;50;31622.55;2
0090GSAC-01-Z;Grampa de susp.central sola;50;38039.15;2
0090GSP-150-G;Grampa de suspension perforada 150mm;3;3408.68;2
0090JB-1/4;"Juego buloneria suelta de 1/4""";100;3765.51;2
0090JB-CC-3/8-100;Buloneria 3/8;136;18168.27;2
0090JB-CC-M6;c/u Bulon c/t metrico p/union de bandeja smarttray;872;43223.84;2
0090NV1/4;"Niple para varilla roscada 1/4""";94;26120.55;2
0090NV3/8;"Niple para varilla roscada 3/8""";40;14993.27;2
0090PCN-01-G;Tramo perfil c samet pc-01 44x44mm x 3mt  galv;5;77274.7;2
0090PCN-02-18-Z;Tramo perfil c samet pc-02 44x28mm x 3mt ch 1.24;3;18004.47;2
0090PCN-02-Z;Tramo perfil c samet pc-02 44x28mm x 3mt ch 1.6;5;37121.36;2
0090SR-130-G;Mensula samet 130mm galvanizada;9;15407.17;2
0090SR-330-G;Mensula samet 330mm galvanizada;2;7434.1;2
0090ST200Z;Soporte trapecio solo 200mm;10;5135.9;2
0090ST300Z;Soporte trapecio solo 300mm;30;26519.2;2
0090ST450Z;Soporte trapecio solo 450mm;24;30040.74;2
0090TCH-1-1/4X5/8;"Bulon cabeza hexagonal 1/4"" x 5/8""";100;5699.61;2
0090TCPS-100-90-Z;Tapa curva plana smarttray 90º 100mm;4;4453.25;2
0090TCPS-150-90-Z;Tapa curva plana smarttray 90º 150mm;2;2681;2
0090TEPS-300-Z;Tapa para eslabon de curva vertical de 300 mm;0;401.46;2
0090TEPS-600-Z;Tapa para eslabon de curva vertical de 600 mm;12;13444.41;2
0090THA-1/4;"Tuerca hexagonal 1/4"" c/arand.incorpor.";1040;28073.52;2
0090THA-3/8;"Tuerca hexagonal 3/8"" c/arand.incorpor.";90;4538.14;2
0090THA-5/16;"Tuerca hexagonal 5/16"" c/arand.incorpor.";80;2843.31;2
0090TP-01-3/8;"Tuerca para perfil pc-01 de 3/8""";12;3768.19;2
0090TP-01-5/16;"Tuerca para perfil pc-01 de 5/16""";100;28647.89;2
0090TPC-01-Z;Tapa para perfil pc-01 y 02 x3 mt.;10;24911.46;2
0090TPS-050-Z;Union t smarttray 50mm;-5;-10738.67;2
0090TPS-100-Z;Union t smarttray 100mm   **;4;9865.58;2
0090TPS-150-Z;Union t smarttray 150mm;3;8262.56;2
0090TPS-200-Z;Union t smarttray 200mm;1;2246.96;2
0090TPS-600-Z;Union t smarttray 600mm;2;21958.87;2
0090TRA-450;Bandeja de alambre 450mm x 3 mts cincada;5;209739.76;2
0090TRPS-050-22-Z;Tramo smarttray 50mm ala 50 x3mts.espesor 0.7;14;69471.64;2
0090TRPS-100-22-Z;Tramo smarttray 100mm ala 50 x3mts.espesor 0.7;53;383579.51;2
0090TRPS-150-22-Z;Tramo smarttray 150mm ala 50 x3mts.espesor 0.7;12;96595.56;2
0090TRPS-200-22-Z;Tramo smarttray 200mm ala 50 x3mts.espesor 0.7;46;457700.31;2
0090TRPS-300-22-Z;Tramo smarttray 300mm ala 50 x3mts.espesor 0.7;19;201004.64;2
0090TRPS-450-20-Z;Tramo smarttray 450mm ala 50 x3mts.espesor 0.9;56;1135401.39;2
0090TRPS-600-20-Z;Tramo smarttray 600mm ala 50 x3mts.espesor 0.9;6;151439.37;2
0090TTPS-100-Z;Tapa union t smarttray 100mm;3;3665.97;2
0090TTPS-600-Z;Tapa union t smarttray 600mm;2;14340.47;2
0090TTRS-050-22-Z;Tapa tramo smarttray 50mm liviana ch.22;17;54323.65;2
0090TTRS-100-22-Z;Tapa tramo smarttray 100mm liviana ch.22;6;30146.59;2
0090TTRS-150-22-Z;Tapa tramo smarttray 150mm liviana ch.22;3;17631.11;2
0090TTRS-200-22-Z;Tapa tramo smarttray 200mm liviana ch.22;3;24841.42;2
0090TTRS-300-22-Z;Tapa tramo smarttray 300mm liviana ch.22;32;319149.78;2
0090TTRS-600-20-Z;Tapa tramo smarttray 600mm liviana ch.20;2;43629.66;2
0090UBA-01-Z;Union para base de bandeja de alambre;10;7607.83;2
0090UCPC-01-Z;Curva 90° pc-01;2;2704.2;2
0090VR1/4;"Varilla roscada cincada 1/4""";78;39174.39;2
0090VR3/8;"Varilla roscada cincada 3/8""";20;21561.37;2
0090VR5/16;"Varilla roscada cincada 5/16""";26;22136.21;2
00962AE2T;"Prensacable al re 5/8"" con tuerca";20;25788.3;2
00962AE3T;"Prensacable al re 3/4"" con tuerca";16;22833.61;2
00962AE4T;"Prensacable al re 7/8"" con tuerca";25;32020.14;2
00962AE5T;"Prensacable al re 1"" con tuerca";25;36136.95;2
00962AEB4T;"Prensacable Aluminio Compacto   7/8"" BSC Ajuste Co";60;80420.49;2
00962PE1T;"Prensacable poli re 1/2"" con tuerca 5-8mm";232;38744.22;2
00962PE2T;"Prensacable poli re 5/8"" con tuerca 7-11mm";159;49788.6;2
00962PE3T;"Prensacable poli re 3/4"" con tuerca 10-14mm";145;44075.18;2
00962PE4T;"Prensacable poli re 7/8"" con tuerca 12-17mm";25;7948.3;2
00962PE5T;"Prensacable poli re 1"" con tuerca 15-20mm";25;8944.54;2
00962PE6T;"Prensacable poli re 1 1/4"" con tuerca 20-25mm";23;9748.89;2
00963AS30;"Aislador liso epoxite apa 30 1/4""";6;10055.55;2
00963AS40;"Aislador liso epoxite apa 40 1/4""";26;49361.55;2
00963AS40P;"Aislador liso epoxite apa 40p 3/8""";4;10222.91;2
00963AS50;"Aislador liso epoxite apa 50 3/8""";3;12858.19;2
00964DTEVE3010;Sistema de barras de distribución c/portabarra epo;1;93817.16;2
00965ER1;Empalme recto hasta 4x2.5;5;51499.37;2
00965ER2;Empalme recto hasta 4x10;9;151080.08;2
00965ER3;Empalme recto hasta 3x25+n;6;134844.48;2
00965ET1;Empalme tee hasta 4x6;8;172916.59;2
00965ET2;Empalme tee hasta 3x25+n;1;44383.18;2
00966AG3T;"Prensacano Aluminio 1/2"" BSP c/tuerca c/arandela d";110;123927.47;2
00966AG5T;"Prensacano Aluminio 3/4"" BSP c/tuerca c/arandela d";100;148062.32;2
00966AG6T;"Prensacano Aluminio 1"" BSP c/tuerca c/arandela de";50;133216.23;2
00966AG7T;"Prensacano Aluminio 1 1/4"" BSP c/tuerca c/arandela";15;52214.98;2
00966GAE3T;"Conector alum.girat.p/flexible 3/4"" re";8;6505.32;2
00966GAE4T;"Conector alum.girat.p/flexible 7/8"" re";2;1990.26;2
00966GAE5T;"Conector alum.girat.p/flexible 1"" re";2;2183.2;2
00966GAE8T;"Conector alum.girat.p/flexible 2"" re";6;38072.46;2
00966PE1T;"Conector plastico p/flexible 1/2"" re";8;2453.53;2
00966PE3T;"Conector plastico p/flexible 3/4"" re";92;25737.91;2
00966PE4T;"Conector plastico p/flexible 7/8"" re";4;1763.17;2
00966PE5T;"Conector plastico p/flexible 1"" re";72;31573.83;2
00966PE7T;"Conector plastico p/flexible 1 1/2"" re";6;5966.87;2
010117367;Cinta tela vidrio 3m nº69 19mmx20mts.;4;55579.39;2
010151128;Empalme T aislacion seca 1kv 3x70+n 92BB2;1;82437.89;2
0102086;Tortuga ovalada ape;4;126026.61;2
0102EC13;Caja estanca aluminio 150x150x150;1;9681.94;2
0102ER31;Caja estanca aluminio 600x500x300;2;285284.48;2
0102PASTA;Pasta selladora x kg;1;2987.53;2
0102S11/4;"Sellador ape vert.-horiz. 1 1/4""";6;27976.37;2
0102S3/4;"Sellador ape vert.-horiz. 3/4""";2;4615.51;2
010310200;Marco + bastidor vidrio blanco;2;16481.45;2
010311200;Marco + bastidor vidrio negro;2;20525.95;2
010340001;Adaptador para riel din blanco;12;2575.1;2
010345001;Conjunto bastidor pq con tapa estanco blanco;12;43289.17;2
010345131;Medio modulo punto blanco;29;25760.05;2
010345132;Medio modulo punto comb. blanco;4;3098.26;2
010345220;Mod. toma c/neutro 20a blanco;8;8718.92;2
010345231;Mod. punto blanco;141;109827.13;2
010345232;Mod. punto mediano blanco;29;24596.04;2
010345233;Mod.punto tecla ancha blanco;14;16291.8;2
010345236;Pulsador bip 2 direc p/persiana 10a - 250v blanco;2;9851.72;2
010345244;Mod.toma computacion blanco;1;841.05;2
010345246;Mod. toma schuko 16a. blanco;3;8816.9;2
010345251;Mod.pulsador blanco;2;1735.24;2
010345280;Mod. toma c/neutro 10a blanco;70;46888.44;2
010345282;Mod. toma c/neutro combinado 10a blanco;117;96949.68;2
010345286;Mod. toma c/neutro combinado 10a doble blanco;127;248263.45;2
010345287;Mod. toma c/neutro doble 10a blanco;71;126409.74;2
010345289;Variador de led blanco;8;134939.13;2
010345293;Reg.ventilador blanco;1;7835.81;2
010345300;Tapon ciego blanco;367;44933.03;2
010345308;Mod. toma telef. americano 4 contactos blanco;1;856.18;2
010345310;Tapon ciego medio modulo blanco;13;1456.53;2
010345317;Mod.2x puerto usb 5v 3000ma blanco;7;85497.76;2
010345331;Mod. punto luminoso blanco;4;4649.07;2
010345531;Mod. punto combinacion blanco;23;21189.93;2
010345532;Interruptor unipolar 2 direc mediano (comb) blanco;3;3927.48;2
010345533;Mod.punto combinacion tecla ancha blanco;5;7483.6;2
010345632;Mod.punto comb.1 mod y medio c/neon blanco;1;1525.68;2
010345700;Caja exterior pq;5;6200.44;2
010346133;Mod.4 vias blanco;1;2642.76;2
01035011;Bastidor rectangular milano;1;154.23;2
01035015;Bastidor rectangular milano due;9;1621.73;2
01035231B;Modulo punto milano blanco;9;4370.54;2
01035231N;Modulo punto milano negro;4;1937.03;2
01035280;Modulo toma c/neutro milano;23;12260.63;2
01035282;Modulo toma c/neutro combinado milano;7;3287.88;2
01035300;Tapon ciego (bco-gris-beige) milano;10;985.87;2
01035331;Modulo punto con neon milano;1;820.35;2
01035500BG;Tapa rect.plastica milano beige;1;192.37;2
01035502B;Tapa rect.milano due natural blanco;10;1815.87;2
01035502G;Tapa rect.milano due natural gris;7;1537.92;2
010355115;Bastidor para minimal vid/kris/mad/pied/alu;6;1997.82;2
010355131;Medio modulo punto gris;3;1882.11;2
010355132;Medio modulo punto comb. gris;2;1974.25;2
010355220;Mod. toma c/neutro 20a gris;2;2452.64;2
010355231;Mod. punto gris;55;53782.08;2
010355232;Mod. punto mediano gris;15;13665.61;2
010355233;Mod.punto tecla ancha gris;17;16636.75;2
010355280;Mod. toma c/neutro 10a gris;12;8415.51;2
010355282;Mod. toma c/neutro combinado 10a gris;70;56893.7;2
010355286;Mod. toma c/neutro combinado 10a doble gris;69;185372.46;2
010355287;Mod. toma c/neutro doble 10a gris;25;44628.42;2
010355293;Reg.ventilador gris;1;8093.86;2
010355300;Tapon ciego gris;72;8462.18;2
01035531;Modulo combinacion milano;12;7031.4;2
010355310;Tapon ciego medio modulo gris;4;442.41;2
010355331;Mod. punto luminoso gris;1;1416.99;2
010355501;Marco + bastidor natural minimal blanco;34;29170.06;2
010355502;Marco + bastidor natural minimal gris;1;854.41;2
0103555021;Marco Minimal Natural Mate 10x5 gris;3;1693.72;2
010355503;Marco + bastidor natural minimal arena;4;2233.47;2
0103555031;Marco Minimal Natural Mate 10x5 arena;3;1693.72;2
010355514;Marco + bastidor satinado champagne minimal;4;4901.35;2
0103555151;Marco Minimal Satinado 10x5 Tostado;5;7688.33;2
010355517;Marco + bastidor satinado negro minimal;1;1534.64;2
0103555191;Marco Minimal Satinado 10x5 Cemento;1;1537.67;2
010355539;Marco + bastidor kristal negro;14;39872.89;2
010355540;Marco + bastidor kristal verde;1;3255.43;2
010355541;Marco + bastidor kristal blanco;48;123578.98;2
0103555411;Marco Minimal Kristal BLANCO (sin bastidor);0;0;2
01035631;Modulo combinacion con neon milano;3;2621.1;2
0103565011;Marco Minimal Natural Brillante 10x5 blanco;14;7904.02;2
010365015;"Bastidor para caja 10x5 UNIVERSAL (Minimal. PIANO;";3;640.21;2
010365132;Medio modulo punto comb. arena;2;1974.25;2
010365231;Mod. punto arena;18;13660.67;2
010365232;Mod. punto mediano arena;1;1891.11;2
010365233;Mod.punto tecla ancha arena;1;702.94;2
010365246;Mod. toma schuko 16a. arena;1;2938.97;2
010365251;Mod.pulsador arena;1;974.45;2
010365280;Mod. toma c/neutro 10a arena;19;13590.28;2
010365282;Mod. toma c/neutro combinado 10a arena;1;573.02;2
010365286;Mod. toma c/neutro combinado 10a doble arena;1;1985.56;2
010365287;Mod. toma c/neutro doble 10a arena;4;7543.93;2
010365300;Tapon ciego arena;31;3665.58;2
010365302;Mod.toma te usa arena;1;1345.6;2
010365310;Tapon ciego medio modulo arena;2;264.44;2
010365531;Mod. punto combinacion arena;1;739.24;2
010374502;Tapa piano mig.gris;0;0;2
010374503;Tapa piano mig.arena;1;211.54;2
010374506;Tapa piano mig.satinada champagne;3;3098.94;2
010375015;Bastidor pq y quadra rectangular;524;116800.23;2
010375016;Bastidor pq y quadra mignon;12;2754.87;2
010375501;Tapa piano rect.blanca;4;1231.99;2
010375502;Tapa piano rect.gris;64;25959.99;2
010375503;Tapa piano rect.arena;15;3962.15;2
010375506;Tapa piano rect.satinada champagne;5;4294.98;2
010375507;Tapa piano rect.satinada tostada;0;0;2
010375508;Tapa piano rect.satinada acero;7;8236.92;2
010375513;Tapa piano rect.satinada rosa piano;2;1675.62;2
010375514;Tapa piano rect.satinada celeste piano;1;780.03;2
010384501;Tapa quadra mig.blanca;4;1013.22;2
010384502;Tapa quadra mig.gris;1;354.28;2
010384503;Tapa quadra mig.arena;2;708.56;2
010384508;Tapa quadra mig.metalizada champagne;1;999.44;2
010386501;Tapa quadra rect.blanca;294;77734.43;2
010386502;Tapa quadra rect.gris;57;15210.51;2
010386503;Tapa quadra rect.arena;5;1423.26;2
010386507;Tapa quadra rect.metalizada dorada;1;1039.29;2
010386508;Tapa quadra rect.metalizada champagne;20;20092.58;2
010386510;Tapa quadra rect.metalizada plata;4;4394.87;2
010386515;Tapa quadra rect.satinada tostado;9;7020.27;2
010386516;Tapa quadra rect.satinada acero;25;26931.68;2
010386521;Tapa quadra rect.satinada champagne;1;706.33;2
0108380-110-300-ESP;TRANSFORMADOR 380V-110V POTENCIA 300VA PRIMARIO 0-;3;97700.85;2
0108380-24-100CP;Trafo especial 380v-24v-100va con pantalla;1;21761.47;2
0108EA007;Elevador 7k 170v;1;155890.62;2
0108EE003;Estabilizador 3.5kva;1;119538.85;2
0108TR220/12+12/75VA;TRAFO 220/12+12/75VA;4;73359.07;2
0108TRAF220/12/150;Trafo con tapa y bornera 150va 220/12v;3;59775.57;2
0108TRAF220/12/50;Trafo con tapa y bornera 50va 220/12v;2;19168.29;2
0108TRAF220/220/50;Trafo con tapa y bornera 50va 220/220v;6;67406.26;2
0108TRAF220/24/200;Trafo con tapa y bornera 200va 220/24v;1;20638.87;2
0108TRAF380/24/150;Trafo con tapa y bornera 150va 380/24v;3;67274.22;2
0108TRAF380/24/50;Trafo con tapa y bornera 50va 380/24v;1;10888.7;2
0108TRAF380/24/75;Trafo con tapa y bornera 75va 380/24v;1;16544.54;2
0110111005;Foquito tipo linterna 4.8v rosca e10;1;48.17;2
0110111011;Foquito tipo linterna 2.4v bayoneta;3;123.25;2
0110111012;Foquito tipo linterna 3.6v bayoneta;4;149.84;2
0110111207;Foquito halogeno linterna bayoneta 7.2v.;1;310.4;2
0110111312;Foquito p/ojo de buey 6v.250ma rosca e-10;9;537.74;2
0110157230;Tubo fluorescente luz dia 30w (900mm);12;11848.26;2
0110157454;Tubo slb grolux 20w chino;1;1943.05;2
0110157531;Tubo blb luz negra 4w china;2;1752.72;2
0110157539;Tubo blb luz negra 40w china;3;9309.04;2
0110163297;Lamp.led r7s 118mm 10w 3000k 1000lm clara;44;140823.88;2
0110166371;Tubo led t8 8w g13 450mm 6400k 800lm vidrio 1pta;30;61502.51;2
011119333;Interruptor seccionador SD1 4x40A con manija direc;2;37051.03;2
0111221.058;Interfase zoloda optoacoplada;40;508114.49;2
0111817002;Peine pcz 2p de 63a de 56 salidas;48;519092.29;2
0111817003;Peine pcz 3p de 63a de 54 salidas;1;16266.76;2
0111817004;Peine pcz 4p de 63a de 56 salidas;9;220244.41;2
0111817102;Tapa para pcz 2p;6;221.06;2
0111817103;Tapa para pcz 3p;6;214.91;2
0111817105;Tapa para pcz 2p equilibrados;30;1452.09;2
0111817900;Conector de 16mm - 63a para pcz;63;25085.49;2
0111A-5523100;Interruptor tripolar de 32a;1;13282.08;2
0111A-5531000;Interruptor tetrapolar de 16a;0;0;2
0111A-5633100;"Conmutador tetrapolar con posicion ""0"" de 32a";1;16920.31;2
0111A-6713100;Inversor tripolar 32a;1;18413.01;2
0111A-BTKS-100-50-BL;Accesorio de altura para portabastidor universal b;1;593.3;2
0111AK0100007;Placa de fijacion sobre din cal 0 y 1 (hasta 100a);1;1379.35;2
0111AK1200523;Mando bloqueo por candado rojo-amarillo (16a- 32a);1;4165.42;2
0111AK1730003;Conjunto embrague con enclavamiento y eje prolonga;0;0;2
0111AO-02;Microinterruptor basico 1na+1nc;10;56335.84;2
0111ATS/MB;Separador optico-electrico para borne mb y mbs;100;6816.58;2
0111AW-02;Interruptor de pie con retorno a resorte 1na+1nc;3;103182.65;2
0111BKF-04-AZ;Borne de paso a resorte de color azul para conduct;50;20485.86;2
0111BKF-04-T;Borne de tierra a resorte para conductor de 4mm;10;16372.98;2
0111BKF-1.5;Borne de paso a resorte para conductor de 1.5mm;220;55805.6;2
0111BKF-10-T;Borne de tierra a resorte para conductor de 10mm;10;25253.52;2
0111BKF-2.5;Borne de paso a resorte para conductor de 2.5mm;565;194130.38;2
0111BKF-2.5-AZ;Borne de paso a resorte de color azul para conduct;50;18714.67;2
0111BKNP-520;Borne portafusible a tornillo para fusible de 5x20;148;139543.49;2
0111BKNT-T;Borne triple piso a tornillo;70;96599.82;2
0111BMFN 10X38;Portafusible unipolar para fusibles 10x38mm.;28;65166.29;2
0111BMFN 10X38 LBT;Portafusible unipolar para fusibles 10x38mm con in;3;11687.06;2
0111BMFN 10X38 LED;Portafusible unipolar para fusibles 10x38mm con in;6;25529.81;2
0111BMFN 8X31;Portafusible unipolar para fusibles 8x31mm.;70;143822.47;2
0111BMFN 8X31 LBT;Portafusible unipolar para fusibles 8x31mm con ind;48;204267.84;2
0111BPN-04;Borne de paso para conductor de 4mm;4582;956522.68;2
0111BPN-04-AZ;Borne de paso de color azul para 4mm;40;9797.58;2
0111BPN-04-NG;Borne de paso de color negro para conductor de 4mm;2;584.33;2
0111BPN-04-VE;Borne de paso de color verde para conductor de 4mm;360;88617.34;2
0111BPN-06;Borne de paso para conductor de 6mm;792;225969.76;2
0111BPN-10;Borne de paso para conductor de 10mm;494;176671.41;2
0111BPN-10-AZ;Borne de paso de color azul para conductor de 10mm;9;3482.86;2
0111BPN-16;Borne de paso para conductor de 16mm;122;77144.03;2
0111BPN-16-AZ;Borne de paso de color azul para conductor de 16mm;3;2157.31;2
0111BPN-16-VE;Borne de paso de color verde para conductor 16mm;5;4157.51;2
0111BPN-2.5;Borne de paso para conductor de 2.5mm;1986;399129.9;2
0111BPN-2.5-AZ;Borne de paso de color azul para 2.5mm;40;9370.61;2
0111BPN-2.5-NG;Borne de paso de color negr para 2.5mm;50;11387.25;2
0111BPN-2.5-RO;Borne de paso de color rojo para 2.5mm;40;9370.61;2
0111BPN-2.5-VE;Borne de paso de color verde para 2.5mm;1;266.16;2
0111BPN-35;Borne de paso para conductor de 35mm;66;88467.36;2
0111BPN-35-AZ;Borne de paso de color azul para conductor de 35mm;2;3279.27;2
0111BPN-35-VE;Borne de paso de color verde para conductor 35mm;1;1640.12;2
0111BPN-50;Borne de paso para conductor de 50mm;20;62321.41;2
0111BRC412511/N;Bornera repartidora tetrapolar. 11 conexiones fija;2;15495.79;2
0111BSLKN-04;Borne de puesta a tierra para conductor de 4mm;212;249839.91;2
0111BSLKN-06;Borne de puesta a tierra para conductor de 6mm;167;215534.8;2
0111BSLKN-10;Borne de puesta a tierra para conductor de 10mm;74;104281.88;2
0111BSLKN-16;Borne de puesta a tierra para conductor de 16mm;6;14781.37;2
0111BSLKN-35;Borne de puesta a tierra para conductor de 35 mm;10;33755.81;2
0111BTKS-100-50-BL;Porta bastidor universal bajo para ckd-100-50;2183;1426008.25;2
0111CB-CLR-20.;Puente de interconexion para zocalo de 6.2mm;20;13933.82;2
0111CCC-5352;"Conector 90° macho de 1/2"" rosca bsp";15;48773.66;2
0111CHC-5272;"Conector recto hembra de 1/2"" rosca bsp    **";5;9861.06;2
0111CKD-100-50-BL;Cablecanal modular blanco 100x50mm. precio x metro;1136;3141695.14;2
0111CKN-015-15;Cablecanal 15x15mm. calado gris;46;26863.07;2
0111CKN-015-30;Cablecanal 15x30mm. calado gris;6;5507.13;2
0111CKN-030-30;Cablecanal 30x30mm. calado gris;52;57047.86;2
0111CKN-040-40;Cablecanal 40x40mm. calado gris;82;96795.7;2
0111CKN-040-60;Cablecanal 40x60mm. calado gris;338;565854.05;2
0111CKN-040-80;Cablecanal 40x80mm. calado gris;88;145207.86;2
0111CKN-060-40;Cablecanal 60x40mm. calado gris;414;716755.43;2
0111CKN-060-40-SC-BL;Cablecanal 60x40mm. sin calar color blanco;50;93991.5;2
0111CKN-060-60;Cablecanal 60x60mm. calado gris;28;60914.38;2
0111CKN-060-60-CA;Cablecanal 60x60mm. calado angosto gris;8;17128.63;2
0111CKN-060-80;Cablecanal 60x80mm. calado gris;56;136181.67;2
0111CKN-080-40;Cablecanal 80x40mm. calado gris;168;363191.5;2
0111CKN-080-80;Cablecanal 80x80mm. calado gris;64;181392.66;2
0111CKN-100-60;Cablecanal 100x60mm. calado gris;24;70576.16;2
0111CKN-100-80;Cablecanal 100x80mm. calado gris;32;131611.87;2
0111CRC-5332;"Conector recto macho de 1/2"" rosca bsp    **";5;7246.04;2
0111CRIMP-10;Pinza crimpeadora terminales tub de 0.25-10mm2;4;90663.48;2
0111D-BKF-1.5;Tapa para borne de paso a resorte para conductor d;8;990.25;2
0111D-BKF-2.5/04;Tapa para borne de paso a resorte para conductor d;50;6437.13;2
0111D-BKND-04;Tapa para borne doble piso a tornillo;60;14704.75;2
0111D-BPN-16/35;Tapa para borne bpn-16/35;101;16349.02;2
0111D-BPN-2.5/10;Tapa para borne bpn-2.5/04/06/10;986;87631.85;2
0111D-ELE-100-50;Divisor interno para ele-100-50-bl;1;660.53;2
0111D-LS-100-50;Divisor interno para ls-100-50-bl;1;1103.58;2
0111D-MB;Tapa para borne mb;204;15756.62;2
0111D-TE-100-50;Divisor interno para te-100-50-bl;1;2267.14;2
0111E-1-B;Bobina 220vca 5kgr. (intermitente);3;69314.88;2
0111E-100-50-BL;Extremo para cablecanal ckd-100-50 color blanco;190;84375.62;2
